tool	rank	metric	sample	value
Gold standard	class	Bray-Curtis distance	1	0.0
Gold standard	order	Bray-Curtis distance	1	0.0
Gold standard	family	Bray-Curtis distance	1	0.0
Gold standard	genus	Bray-Curtis distance	1	0.0
Gold standard	species	Bray-Curtis distance	1	0.0
Gold standard	strain	Bray-Curtis distance	1	0.0
Gold standard	cellular root	Shannon diversity	1	0.0
Gold standard	cellular root	Shannon equitability	1	0.0
Gold standard	domain	Shannon diversity	1	0.09804104547993493
Gold standard	domain	Shannon equitability	1	0.14144333011747146
Gold standard	kingdom	Shannon diversity	1	0.7131881115279205
Gold standard	kingdom	Shannon equitability	1	0.44312868860489363
Gold standard	phylum	Shannon diversity	1	0.8871140004895365
Gold standard	phylum	Shannon equitability	1	0.3699552730900814
Gold standard	class	Shannon diversity	1	1.258684954206203
Gold standard	class	Shannon equitability	1	0.4442605626035158
Gold standard	order	Shannon diversity	1	1.8462498582090157
Gold standard	order	Shannon equitability	1	0.54282349744335
Gold standard	family	Shannon diversity	1	2.318956377262951
Gold standard	family	Shannon equitability	1	0.6023032405908224
Gold standard	genus	Shannon diversity	1	2.9379462966555794
Gold standard	genus	Shannon equitability	1	0.6561816585152239
Gold standard	species	Shannon diversity	1	3.1663835485159453
Gold standard	species	Shannon equitability	1	0.6557949049692621
Gold standard	strain	Shannon diversity	1	3.279107821223074
Gold standard	strain	Shannon equitability	1	0.6307799738080482
Gold standard	cellular root	True positives	1	1.0
Gold standard	cellular root	False negatives	1	0.0
Gold standard	cellular root	False positives	1	0.0
Gold standard	cellular root	Completeness	1	1.0
Gold standard	cellular root	Purity	1	1.0
Gold standard	cellular root	F1 score	1	1.0
Gold standard	cellular root	Jaccard index	1	1.0
Gold standard	domain	True positives	1	2.0
Gold standard	domain	False negatives	1	0.0
Gold standard	domain	False positives	1	0.0
Gold standard	domain	Completeness	1	1.0
Gold standard	domain	Purity	1	1.0
Gold standard	domain	F1 score	1	1.0
Gold standard	domain	Jaccard index	1	1.0
Gold standard	kingdom	True positives	1	5.0
Gold standard	kingdom	False negatives	1	0.0
Gold standard	kingdom	False positives	1	0.0
Gold standard	kingdom	Completeness	1	1.0
Gold standard	kingdom	Purity	1	1.0
Gold standard	kingdom	F1 score	1	1.0
Gold standard	kingdom	Jaccard index	1	1.0
Gold standard	phylum	True positives	1	11.0
Gold standard	phylum	False negatives	1	0.0
Gold standard	phylum	False positives	1	0.0
Gold standard	phylum	Completeness	1	1.0
Gold standard	phylum	Purity	1	1.0
Gold standard	phylum	F1 score	1	1.0
Gold standard	phylum	Jaccard index	1	1.0
Gold standard	class	True positives	1	17.0
Gold standard	class	False negatives	1	0.0
Gold standard	class	False positives	1	0.0
Gold standard	class	Completeness	1	1.0
Gold standard	class	Purity	1	1.0
Gold standard	class	F1 score	1	1.0
Gold standard	class	Jaccard index	1	1.0
Gold standard	order	True positives	1	30.0
Gold standard	order	False negatives	1	0.0
Gold standard	order	False positives	1	0.0
Gold standard	order	Completeness	1	1.0
Gold standard	order	Purity	1	1.0
Gold standard	order	F1 score	1	1.0
Gold standard	order	Jaccard index	1	1.0
Gold standard	family	True positives	1	47.0
Gold standard	family	False negatives	1	0.0
Gold standard	family	False positives	1	0.0
Gold standard	family	Completeness	1	1.0
Gold standard	family	Purity	1	1.0
Gold standard	family	F1 score	1	1.0
Gold standard	family	Jaccard index	1	1.0
Gold standard	genus	True positives	1	88.0
Gold standard	genus	False negatives	1	0.0
Gold standard	genus	False positives	1	0.0
Gold standard	genus	Completeness	1	1.0
Gold standard	genus	Purity	1	1.0
Gold standard	genus	F1 score	1	1.0
Gold standard	genus	Jaccard index	1	1.0
Gold standard	species	True positives	1	125.0
Gold standard	species	False negatives	1	0.0
Gold standard	species	False positives	1	0.0
Gold standard	species	Completeness	1	1.0
Gold standard	species	Purity	1	1.0
Gold standard	species	F1 score	1	1.0
Gold standard	species	Jaccard index	1	1.0
Gold standard	strain	True positives	1	181.0
Gold standard	strain	False negatives	1	0.0
Gold standard	strain	False positives	1	0.0
Gold standard	strain	Completeness	1	1.0
Gold standard	strain	Purity	1	1.0
Gold standard	strain	F1 score	1	1.0
Gold standard	strain	Jaccard index	1	1.0
Gold standard	cellular root	L1 norm error	1	0.0
Gold standard	domain	L1 norm error	1	0.0
Gold standard	kingdom	L1 norm error	1	0.0
Gold standard	phylum	L1 norm error	1	0.0
Gold standard	class	L1 norm error	1	0.0
Gold standard	order	L1 norm error	1	0.0
Gold standard	family	L1 norm error	1	0.0
Gold standard	genus	L1 norm error	1	0.0
Gold standard	species	L1 norm error	1	0.0
Gold standard	strain	L1 norm error	1	0.0
Gold standard	na	Weighted UniFrac error	1	0.0
Gold standard	na	Unweighted UniFrac error	1	0.0
Gold standard	na	Weighted UniFrac (CAMI)	1	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	1	0.0
Gold standard	cellular root	Sum of abundances	1	1.0
Gold standard	domain	Sum of abundances	1	1.000002
Gold standard	kingdom	Sum of abundances	1	1.000003
Gold standard	phylum	Sum of abundances	1	1.000002
Gold standard	class	Sum of abundances	1	1.000003
Gold standard	order	Sum of abundances	1	0.999996
Gold standard	family	Sum of abundances	1	0.999918
Gold standard	genus	Sum of abundances	1	0.999993
Gold standard	species	Sum of abundances	1	0.9999800000000001
Gold standard	strain	Sum of abundances	1	0.999963
Gold standard	cellular root	Taxon counts	1	1.0
Gold standard	domain	Taxon counts	1	2.0
Gold standard	kingdom	Taxon counts	1	5.0
Gold standard	phylum	Taxon counts	1	11.0
Gold standard	class	Taxon counts	1	17.0
Gold standard	order	Taxon counts	1	30.0
Gold standard	family	Taxon counts	1	47.0
Gold standard	genus	Taxon counts	1	88.0
Gold standard	species	Taxon counts	1	125.0
Gold standard	strain	Taxon counts	1	181.0
Gold standard	cellular root	Bray-Curtis distance	2	0.0
Gold standard	domain	Bray-Curtis distance	2	0.0
Gold standard	kingdom	Bray-Curtis distance	2	0.0
Gold standard	phylum	Bray-Curtis distance	2	0.0
Gold standard	class	Bray-Curtis distance	2	0.0
Gold standard	order	Bray-Curtis distance	2	0.0
Gold standard	family	Bray-Curtis distance	2	0.0
Gold standard	genus	Bray-Curtis distance	2	0.0
Gold standard	species	Bray-Curtis distance	2	0.0
Gold standard	strain	Bray-Curtis distance	2	0.0
Gold standard	cellular root	Shannon diversity	2	0.0
Gold standard	cellular root	Shannon equitability	2	0.0
Gold standard	domain	Shannon diversity	2	0.09803522143392324
Gold standard	domain	Shannon equitability	2	0.14143492779517247
Gold standard	kingdom	Shannon diversity	2	0.7509663581754409
Gold standard	kingdom	Shannon equitability	2	0.46660163301340757
Gold standard	phylum	Shannon diversity	2	1.0134769771878263
Gold standard	phylum	Shannon equitability	2	0.4226527274500555
Gold standard	class	Shannon diversity	2	1.3358583874524894
Gold standard	class	Shannon equitability	2	0.4621752837859273
Gold standard	order	Shannon diversity	2	1.6488896740412717
Gold standard	order	Shannon equitability	2	0.48479681977041394
Gold standard	family	Shannon diversity	2	1.7562682005483157
Gold standard	family	Shannon equitability	2	0.46136693370319853
Gold standard	genus	Shannon diversity	2	2.4859355649183077
Gold standard	genus	Shannon equitability	2	0.5580919940861359
Gold standard	species	Shannon diversity	2	3.0867287436719812
Gold standard	species	Shannon equitability	2	0.6372026283420396
Gold standard	strain	Shannon diversity	2	3.181621978291155
Gold standard	strain	Shannon equitability	2	0.61268022624639
Gold standard	cellular root	True positives	2	1.0
Gold standard	cellular root	False negatives	2	0.0
Gold standard	cellular root	False positives	2	0.0
Gold standard	cellular root	Completeness	2	1.0
Gold standard	cellular root	Purity	2	1.0
Gold standard	cellular root	F1 score	2	1.0
Gold standard	cellular root	Jaccard index	2	1.0
Gold standard	domain	True positives	2	2.0
Gold standard	domain	False negatives	2	0.0
Gold standard	domain	False positives	2	0.0
Gold standard	domain	Completeness	2	1.0
Gold standard	domain	Purity	2	1.0
Gold standard	domain	F1 score	2	1.0
Gold standard	domain	Jaccard index	2	1.0
Gold standard	kingdom	True positives	2	5.0
Gold standard	kingdom	False negatives	2	0.0
Gold standard	kingdom	False positives	2	0.0
Gold standard	kingdom	Completeness	2	1.0
Gold standard	kingdom	Purity	2	1.0
Gold standard	kingdom	F1 score	2	1.0
Gold standard	kingdom	Jaccard index	2	1.0
Gold standard	phylum	True positives	2	11.0
Gold standard	phylum	False negatives	2	0.0
Gold standard	phylum	False positives	2	0.0
Gold standard	phylum	Completeness	2	1.0
Gold standard	phylum	Purity	2	1.0
Gold standard	phylum	F1 score	2	1.0
Gold standard	phylum	Jaccard index	2	1.0
Gold standard	class	True positives	2	18.0
Gold standard	class	False negatives	2	0.0
Gold standard	class	False positives	2	0.0
Gold standard	class	Completeness	2	1.0
Gold standard	class	Purity	2	1.0
Gold standard	class	F1 score	2	1.0
Gold standard	class	Jaccard index	2	1.0
Gold standard	order	True positives	2	30.0
Gold standard	order	False negatives	2	0.0
Gold standard	order	False positives	2	0.0
Gold standard	order	Completeness	2	1.0
Gold standard	order	Purity	2	1.0
Gold standard	order	F1 score	2	1.0
Gold standard	order	Jaccard index	2	1.0
Gold standard	family	True positives	2	45.0
Gold standard	family	False negatives	2	0.0
Gold standard	family	False positives	2	0.0
Gold standard	family	Completeness	2	1.0
Gold standard	family	Purity	2	1.0
Gold standard	family	F1 score	2	1.0
Gold standard	family	Jaccard index	2	1.0
Gold standard	genus	True positives	2	86.0
Gold standard	genus	False negatives	2	0.0
Gold standard	genus	False positives	2	0.0
Gold standard	genus	Completeness	2	1.0
Gold standard	genus	Purity	2	1.0
Gold standard	genus	F1 score	2	1.0
Gold standard	genus	Jaccard index	2	1.0
Gold standard	species	True positives	2	127.0
Gold standard	species	False negatives	2	0.0
Gold standard	species	False positives	2	0.0
Gold standard	species	Completeness	2	1.0
Gold standard	species	Purity	2	1.0
Gold standard	species	F1 score	2	1.0
Gold standard	species	Jaccard index	2	1.0
Gold standard	strain	True positives	2	180.0
Gold standard	strain	False negatives	2	0.0
Gold standard	strain	False positives	2	0.0
Gold standard	strain	Completeness	2	1.0
Gold standard	strain	Purity	2	1.0
Gold standard	strain	F1 score	2	1.0
Gold standard	strain	Jaccard index	2	1.0
Gold standard	cellular root	L1 norm error	2	0.0
Gold standard	domain	L1 norm error	2	0.0
Gold standard	kingdom	L1 norm error	2	0.0
Gold standard	phylum	L1 norm error	2	0.0
Gold standard	class	L1 norm error	2	0.0
Gold standard	order	L1 norm error	2	0.0
Gold standard	family	L1 norm error	2	0.0
Gold standard	genus	L1 norm error	2	0.0
Gold standard	species	L1 norm error	2	0.0
Gold standard	strain	L1 norm error	2	0.0
Gold standard	na	Weighted UniFrac error	2	0.0
Gold standard	na	Unweighted UniFrac error	2	0.0
Gold standard	na	Weighted UniFrac (CAMI)	2	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	2	0.0
Gold standard	cellular root	Sum of abundances	2	1.0
Gold standard	domain	Sum of abundances	2	1.0
Gold standard	kingdom	Sum of abundances	2	1.0
Gold standard	phylum	Sum of abundances	2	0.999999
Gold standard	class	Sum of abundances	2	0.999995
Gold standard	order	Sum of abundances	2	0.9999859999999999
Gold standard	family	Sum of abundances	2	0.972764
Gold standard	genus	Sum of abundances	2	1.000016
Gold standard	species	Sum of abundances	2	1.000023
Gold standard	strain	Sum of abundances	2	1.000049
Gold standard	cellular root	Taxon counts	2	1.0
Gold standard	domain	Taxon counts	2	2.0
Gold standard	kingdom	Taxon counts	2	5.0
Gold standard	phylum	Taxon counts	2	11.0
Gold standard	class	Taxon counts	2	18.0
Gold standard	order	Taxon counts	2	30.0
Gold standard	family	Taxon counts	2	45.0
Gold standard	genus	Taxon counts	2	86.0
Gold standard	species	Taxon counts	2	127.0
Gold standard	strain	Taxon counts	2	180.0
Gold standard	cellular root	Bray-Curtis distance	3	0.0
Gold standard	domain	Bray-Curtis distance	3	0.0
Gold standard	kingdom	Bray-Curtis distance	3	0.0
Gold standard	phylum	Bray-Curtis distance	3	0.0
Gold standard	class	Bray-Curtis distance	3	0.0
Gold standard	order	Bray-Curtis distance	3	0.0
Gold standard	family	Bray-Curtis distance	3	0.0
Gold standard	genus	Bray-Curtis distance	3	0.0
Gold standard	species	Bray-Curtis distance	3	0.0
Gold standard	strain	Bray-Curtis distance	3	0.0
Gold standard	cellular root	Shannon diversity	3	0.0
Gold standard	cellular root	Shannon equitability	3	0.0
Gold standard	domain	Shannon diversity	3	0.098039113279732
Gold standard	domain	Shannon equitability	3	0.14144054254182067
Gold standard	kingdom	Shannon diversity	3	0.5962409529818251
Gold standard	kingdom	Shannon equitability	3	0.3704653335027229
Gold standard	phylum	Shannon diversity	3	0.9235692823738452
Gold standard	phylum	Shannon equitability	3	0.3851583064743397
Gold standard	class	Shannon diversity	3	1.1968993581577305
Gold standard	class	Shannon equitability	3	0.4140987590568371
Gold standard	order	Shannon diversity	3	1.7550424109866238
Gold standard	order	Shannon equitability	3	0.526691085624377
Gold standard	family	Shannon diversity	3	1.9177577476886916
Gold standard	family	Shannon equitability	3	0.4953908986603955
Gold standard	genus	Shannon diversity	3	2.596877113605263
Gold standard	genus	Shannon equitability	3	0.5876829114458972
Gold standard	species	Shannon diversity	3	2.863497360833674
Gold standard	species	Shannon equitability	3	0.5930636484350705
Gold standard	strain	Shannon diversity	3	2.962131244116162
Gold standard	strain	Shannon equitability	3	0.569805316094388
Gold standard	cellular root	True positives	3	1.0
Gold standard	cellular root	False negatives	3	0.0
Gold standard	cellular root	False positives	3	0.0
Gold standard	cellular root	Completeness	3	1.0
Gold standard	cellular root	Purity	3	1.0
Gold standard	cellular root	F1 score	3	1.0
Gold standard	cellular root	Jaccard index	3	1.0
Gold standard	domain	True positives	3	2.0
Gold standard	domain	False negatives	3	0.0
Gold standard	domain	False positives	3	0.0
Gold standard	domain	Completeness	3	1.0
Gold standard	domain	Purity	3	1.0
Gold standard	domain	F1 score	3	1.0
Gold standard	domain	Jaccard index	3	1.0
Gold standard	kingdom	True positives	3	5.0
Gold standard	kingdom	False negatives	3	0.0
Gold standard	kingdom	False positives	3	0.0
Gold standard	kingdom	Completeness	3	1.0
Gold standard	kingdom	Purity	3	1.0
Gold standard	kingdom	F1 score	3	1.0
Gold standard	kingdom	Jaccard index	3	1.0
Gold standard	phylum	True positives	3	11.0
Gold standard	phylum	False negatives	3	0.0
Gold standard	phylum	False positives	3	0.0
Gold standard	phylum	Completeness	3	1.0
Gold standard	phylum	Purity	3	1.0
Gold standard	phylum	F1 score	3	1.0
Gold standard	phylum	Jaccard index	3	1.0
Gold standard	class	True positives	3	18.0
Gold standard	class	False negatives	3	0.0
Gold standard	class	False positives	3	0.0
Gold standard	class	Completeness	3	1.0
Gold standard	class	Purity	3	1.0
Gold standard	class	F1 score	3	1.0
Gold standard	class	Jaccard index	3	1.0
Gold standard	order	True positives	3	28.0
Gold standard	order	False negatives	3	0.0
Gold standard	order	False positives	3	0.0
Gold standard	order	Completeness	3	1.0
Gold standard	order	Purity	3	1.0
Gold standard	order	F1 score	3	1.0
Gold standard	order	Jaccard index	3	1.0
Gold standard	family	True positives	3	48.0
Gold standard	family	False negatives	3	0.0
Gold standard	family	False positives	3	0.0
Gold standard	family	Completeness	3	1.0
Gold standard	family	Purity	3	1.0
Gold standard	family	F1 score	3	1.0
Gold standard	family	Jaccard index	3	1.0
Gold standard	genus	True positives	3	83.0
Gold standard	genus	False negatives	3	0.0
Gold standard	genus	False positives	3	0.0
Gold standard	genus	Completeness	3	1.0
Gold standard	genus	Purity	3	1.0
Gold standard	genus	F1 score	3	1.0
Gold standard	genus	Jaccard index	3	1.0
Gold standard	species	True positives	3	125.0
Gold standard	species	False negatives	3	0.0
Gold standard	species	False positives	3	0.0
Gold standard	species	Completeness	3	1.0
Gold standard	species	Purity	3	1.0
Gold standard	species	F1 score	3	1.0
Gold standard	species	Jaccard index	3	1.0
Gold standard	strain	True positives	3	181.0
Gold standard	strain	False negatives	3	0.0
Gold standard	strain	False positives	3	0.0
Gold standard	strain	Completeness	3	1.0
Gold standard	strain	Purity	3	1.0
Gold standard	strain	F1 score	3	1.0
Gold standard	strain	Jaccard index	3	1.0
Gold standard	cellular root	L1 norm error	3	0.0
Gold standard	domain	L1 norm error	3	0.0
Gold standard	kingdom	L1 norm error	3	0.0
Gold standard	phylum	L1 norm error	3	0.0
Gold standard	class	L1 norm error	3	0.0
Gold standard	order	L1 norm error	3	0.0
Gold standard	family	L1 norm error	3	0.0
Gold standard	genus	L1 norm error	3	0.0
Gold standard	species	L1 norm error	3	0.0
Gold standard	strain	L1 norm error	3	0.0
Gold standard	na	Weighted UniFrac error	3	0.0
Gold standard	na	Unweighted UniFrac error	3	0.0
Gold standard	na	Weighted UniFrac (CAMI)	3	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	3	0.0
Gold standard	cellular root	Sum of abundances	3	1.0
Gold standard	domain	Sum of abundances	3	1.0
Gold standard	kingdom	Sum of abundances	3	1.000001
Gold standard	phylum	Sum of abundances	3	1.0000019999999998
Gold standard	class	Sum of abundances	3	1.0
Gold standard	order	Sum of abundances	3	0.999974
Gold standard	family	Sum of abundances	3	0.99976
Gold standard	genus	Sum of abundances	3	1.000009
Gold standard	species	Sum of abundances	3	1.000018
Gold standard	strain	Sum of abundances	3	1.000043
Gold standard	cellular root	Taxon counts	3	1.0
Gold standard	domain	Taxon counts	3	2.0
Gold standard	kingdom	Taxon counts	3	5.0
Gold standard	phylum	Taxon counts	3	11.0
Gold standard	class	Taxon counts	3	18.0
Gold standard	order	Taxon counts	3	28.0
Gold standard	family	Taxon counts	3	48.0
Gold standard	genus	Taxon counts	3	83.0
Gold standard	species	Taxon counts	3	125.0
Gold standard	strain	Taxon counts	3	181.0
Gold standard	cellular root	Bray-Curtis distance	4	0.0
Gold standard	domain	Bray-Curtis distance	4	0.0
Gold standard	kingdom	Bray-Curtis distance	4	0.0
Gold standard	phylum	Bray-Curtis distance	4	0.0
Gold standard	class	Bray-Curtis distance	4	0.0
Gold standard	order	Bray-Curtis distance	4	0.0
Gold standard	family	Bray-Curtis distance	4	0.0
Gold standard	genus	Bray-Curtis distance	4	0.0
Gold standard	species	Bray-Curtis distance	4	0.0
Gold standard	strain	Bray-Curtis distance	4	0.0
Gold standard	cellular root	Shannon diversity	4	0.0
Gold standard	cellular root	Shannon equitability	4	0.0
Gold standard	domain	Shannon diversity	4	0.09803522143392324
Gold standard	domain	Shannon equitability	4	0.14143492779517247
Gold standard	kingdom	Shannon diversity	4	0.7072010212271694
Gold standard	kingdom	Shannon equitability	4	0.39469640505477743
Gold standard	phylum	Shannon diversity	4	0.9988927416619978
Gold standard	phylum	Shannon equitability	4	0.40198401084693397
Gold standard	class	Shannon diversity	4	1.307022080490758
Gold standard	class	Shannon equitability	4	0.44389511541542326
Gold standard	order	Shannon diversity	4	1.8833900490784936
Gold standard	order	Shannon equitability	4	0.5593182613498081
Gold standard	family	Shannon diversity	4	2.247633643814039
Gold standard	family	Shannon equitability	4	0.6013462593963371
Gold standard	genus	Shannon diversity	4	2.7029152192896966
Gold standard	genus	Shannon equitability	4	0.6260388328147195
Gold standard	species	Shannon diversity	4	2.809357975531084
Gold standard	species	Shannon equitability	4	0.6036488848548087
Gold standard	strain	Shannon diversity	4	2.830919172133988
Gold standard	strain	Shannon equitability	4	0.5680462739178989
Gold standard	cellular root	True positives	4	1.0
Gold standard	cellular root	False negatives	4	0.0
Gold standard	cellular root	False positives	4	0.0
Gold standard	cellular root	Completeness	4	1.0
Gold standard	cellular root	Purity	4	1.0
Gold standard	cellular root	F1 score	4	1.0
Gold standard	cellular root	Jaccard index	4	1.0
Gold standard	domain	True positives	4	2.0
Gold standard	domain	False negatives	4	0.0
Gold standard	domain	False positives	4	0.0
Gold standard	domain	Completeness	4	1.0
Gold standard	domain	Purity	4	1.0
Gold standard	domain	F1 score	4	1.0
Gold standard	domain	Jaccard index	4	1.0
Gold standard	kingdom	True positives	4	6.0
Gold standard	kingdom	False negatives	4	0.0
Gold standard	kingdom	False positives	4	0.0
Gold standard	kingdom	Completeness	4	1.0
Gold standard	kingdom	Purity	4	1.0
Gold standard	kingdom	F1 score	4	1.0
Gold standard	kingdom	Jaccard index	4	1.0
Gold standard	phylum	True positives	4	12.0
Gold standard	phylum	False negatives	4	0.0
Gold standard	phylum	False positives	4	0.0
Gold standard	phylum	Completeness	4	1.0
Gold standard	phylum	Purity	4	1.0
Gold standard	phylum	F1 score	4	1.0
Gold standard	phylum	Jaccard index	4	1.0
Gold standard	class	True positives	4	19.0
Gold standard	class	False negatives	4	0.0
Gold standard	class	False positives	4	0.0
Gold standard	class	Completeness	4	1.0
Gold standard	class	Purity	4	1.0
Gold standard	class	F1 score	4	1.0
Gold standard	class	Jaccard index	4	1.0
Gold standard	order	True positives	4	29.0
Gold standard	order	False negatives	4	0.0
Gold standard	order	False positives	4	0.0
Gold standard	order	Completeness	4	1.0
Gold standard	order	Purity	4	1.0
Gold standard	order	F1 score	4	1.0
Gold standard	order	Jaccard index	4	1.0
Gold standard	family	True positives	4	42.0
Gold standard	family	False negatives	4	0.0
Gold standard	family	False positives	4	0.0
Gold standard	family	Completeness	4	1.0
Gold standard	family	Purity	4	1.0
Gold standard	family	F1 score	4	1.0
Gold standard	family	Jaccard index	4	1.0
Gold standard	genus	True positives	4	75.0
Gold standard	genus	False negatives	4	0.0
Gold standard	genus	False positives	4	0.0
Gold standard	genus	Completeness	4	1.0
Gold standard	genus	Purity	4	1.0
Gold standard	genus	F1 score	4	1.0
Gold standard	genus	Jaccard index	4	1.0
Gold standard	species	True positives	4	105.0
